key	description_generated	description_generated_from	genes_shown	model	prompt_version	status
reactome:R-HSA-1266695	Interleukin-7 signaling is the survival and growth input that lymphocytes depend on, supplied by fibroblastic reticular cells and other stromal cells in thymus, bone marrow and peripheral lymphoid tissue. Without it T cell development fails: loss-of-function mutations in the alpha chain IL7R or the shared common gamma chain IL2RG cause severe combined immunodeficiency, with profoundly reduced circulating T cells, and IL2RG defects additionally eliminate NK cells. Ligand binding assembles the IL7R:IL2RG heterodimer, juxtaposing JAK1 and JAK3 so they transactivate and phosphorylate a receptor tyrosine that recruits STAT5A/STAT5B for transcription of survival and cell cycle genes; PI3K regulatory subunits and IRS adaptors provide a parallel arm, and CISH, SOCS1 and SOCS2 impose negative feedback. Downstream targets include the recombinase genes RAG1 and RAG2, linking this cytokine to antigen receptor assembly. The same receptor alpha chain pairs with CRLF2 to serve TSLP.	description+name+genes	25	claude-opus-5	v4	current
reactome:R-HSA-1266738	This is the broad programme by which a fertilized egg and its descendants generate the specialized tissues of the body, spanning early embryonic patterning through terminal differentiation of individual cell types. Pluripotency factors such as POU5F1, NANOG and SOX2 hold early cells uncommitted; NODAL and its Lefty antagonists drive gastrulation and left-right asymmetry; HOX clusters, held in check by Polycomb complexes, assign position along the body axis. Later steps are represented by cardiogenic and myogenic transcription factors, pancreatic beta cell regulators including PDX1 and NEUROD1, adipogenesis through PPARG and CEBP factors, melanocyte and granulocyte differentiation, and keratinization with its keratins, late cornified envelope proteins and transglutaminases. Axon guidance by ephrins, semaphorins, netrins and Slit-Robo wires the nervous system. Failures produce congenital malformation, and reactivation of these regulators contributes to cancer.	description+name+genes	1461	claude-opus-5	v4	current
reactome:R-HSA-1268020	Mitochondrial protein import delivers the roughly 1500 proteins encoded in the nucleus and made on cytosolic ribosomes into the organelle that needs them, sorting each to the outer membrane, intermembrane space, inner membrane or matrix. Essentially all mitochondrial function "" respiration, the citric acid cycle, metabolite exchange, heme and iron-sulfur chemistry "" depends on it, and defects in import components cause neuropathies, deafness-dystonia and cardiomyopathy. Precursors first engage the outer membrane translocase, with TOMM20 reading N-terminal presequences and TOMM70 recognising internal signals before TOMM40 forms the conducting pore. Downstream, SAMM50 inserts beta-barrels, TIMM22 handles carrier proteins such as the ADP/ATP translocases, and TIMM23 with its motor (HSPA9, TIMM44, PAM16, GRPEL) pulls presequence-bearing proteins into the matrix, where MPP peptidases trim them. Small TIM chaperones and the MIA40/GFER disulfide relay escort hydrophobic and cysteine-rich intermembrane space clients.	description+name+genes	65	claude-opus-5	v3	superseded
reactome:R-HSA-1268020	Almost the entire mitochondrial proteome is encoded in the nucleus and made on cytosolic ribosomes, so mitochondria depend on a dedicated import and sorting system to acquire their roughly 1500 proteins and deliver each to the correct one of four destinations: outer membrane, intermembrane space, inner membrane, or matrix. Precursors first engage receptors such as TOMM20 and TOMM70 and cross the outer membrane through the TOMM40 channel, then are routed onward by the SAMM50 machinery for beta-barrel insertion, by TIMM22 for carrier proteins, or by the TIMM23 translocase for presequence-bearing inner-membrane and matrix proteins, with the HSPA9 chaperone and its GRPEL nucleotide exchange factors driving translocation and PMPCA/PMPCB and PITRM1 trimming targeting peptides. Small chaperone complexes containing TIMM8, TIMM9, TIMM10 and TIMM13 escort hydrophobic precursors, while CHCHD4 oxidatively traps cysteine-rich intermembrane space proteins. Defects impair respiratory chain assembly and cause neurodegenerative and metabolic disease.	description+name+genes	65	claude-opus-5	v4	current
reactome:R-HSA-1280215	Cytokine Signaling in Immune system is the collective language of immune communication: small secreted proteins that act locally and briefly at very low concentrations to coordinate immunity, inflammation, tissue repair and haematopoiesis. It determines whether an infection is cleared, how helper T cell subsets are polarised, how blood lineages expand from progenitors, and — when miscalibrated — drives autoimmunity, chronic inflammation and cytokine storm. Receptors of the interleukin, interferon, chemokine and TNF families transmit signals through JAK kinases to STAT transcription factors, through MyD88/IRAK and TRAF adaptors to NF-kB and MAP kinases, and through PI3K and Ras branches to survival and proliferation programmes. Negative regulators such as SOCS proteins, phosphatases and ubiquitin-dependent turnover terminate the response. Interferon arms additionally impose an antiviral state, inducing ISG15 conjugation, OAS/RNase L, MX and IFIT effectors, GBPs, and enhanced antigen presentation by MHC molecules.	description+name+genes	831	claude-opus-5	v3	superseded
reactome:R-HSA-1280215	Cytokine signaling in the immune system is the communication layer that coordinates immunity, inflammation and blood cell production: secreted interleukins, interferons, tumour necrosis factor family ligands, chemokines and haematopoietic growth factors act briefly and locally on specific surface receptors to instruct nearby cells to proliferate, differentiate, migrate or die. Loss or excess of these signals produces immunodeficiency, autoinflammatory and autoimmune disease, cytokine storm, and the antibody or receptor blockade targeted by modern biologics. Mechanistically the receptors coupled to JAK1/2/3 and TYK2 phosphorylate STAT1-6, which enter the nucleus through nuclear pore and karyopherin machinery and are restrained by SOCS proteins and phosphatases such as PTPN6; interleukin-1 and TNF receptor arms instead route through MYD88, IRAK kinases, TRAF adaptors and NF-kB, while interferon responses induce antiviral effectors including OAS enzymes, MX proteins, GBPs and ISG15 conjugation, alongside MHC class I and II antigen presentation.	description+name+genes	831	claude-opus-5	v4	current
reactome:R-HSA-1280218	Antigen-specific defence by B and T lymphocytes is captured here in its full breadth, from antigen capture and display to receptor signalling and antibody output. Dendritic cells and other antigen-presenting cells load peptides onto class I and class II MHC molecules with help from the peptide transporters, tapasin, lysosomal cathepsins and aminopeptidases, while lipid antigens go to CD1 proteins; cytosolic proteasomes supply the peptides. Engagement of the T cell receptor complex and CD79-associated B cell receptor recruits Lck, ZAP70, Syk and Btk, driving calcium entry through STIM/ORAI, calcineurin-NFAT, NF-kB and PI3K-Akt-mTOR responses, tuned by costimulatory and inhibitory receptors such as CD28, CTLA4, PD-1 and the KIR, SIGLEC and LILR families. Class switching and somatic hypermutation via AICDA diversify immunoglobulins. Defects here cause immunodeficiency, autoimmunity, or failed tumour surveillance.	description+name+genes	1145	claude-opus-5	v4	current
reactome:R-HSA-1295596	Sprouty proteins act as a built-in brake on fibroblast growth factor signalling, limiting how long and how strongly the MAPK cascade fires after FGF stimulation. This feedback shapes branching morphogenesis in lung and kidney, limb outgrowth and bone growth, and its loss contributes to unrestrained growth factor signalling in cancer. SPRY2 is the best studied and most broadly expressed of the four human family members; it can sequester GRB2 and so block recruitment of the GRB2-SOS complex to the activated receptor, and can also dampen the pathway at the level of RAF activation, with ERK1/2 and the downstream kinase MNK1 as readouts. Sprouty activity is itself tightly controlled: SRC-dependent phosphorylation and dephosphorylation by protein phosphatase 2A subunits switch its inhibitory state, while CBL-mediated ubiquitination targets it for degradation, coupling the brake to the strength of the original signal.	description+name+genes	16	claude-opus-5	v4	current
reactome:R-HSA-1296025	ATP-sensitive potassium channels translate a cell's metabolic state into an electrical one, opening when ATP is low and closing when it is plentiful so that membrane potential tracks fuel availability. Each channel is an octamer of four inward-rectifier pore subunits, Kir6.1 or Kir6.2, with four sulphonylurea receptor subunits that are ABC-family proteins rather than transporters in the usual sense and that confer nucleotide and drug sensitivity. In pancreatic beta cells, glucose metabolism closes the channel, depolarises the membrane and triggers calcium-dependent insulin release; mutations that shift this balance cause neonatal diabetes or congenital hyperinsulinism, and the same complex is the target of sulphonylurea drugs. Related subunit combinations set tone in vascular smooth muscle and contribute to cardiac and neuronal protection during ischaemia, where loss of function is linked to cardiomyopathy and vasospasm.	description+name+genes	4	claude-opus-5	v4	current
reactome:R-HSA-1296041	Inhibitory neurotransmission is enforced in part by potassium channels that open in direct response to G protein subunits, and this is how metabotropic GABA-B receptors silence a neuron. When GABA binds the GABBR1/GABBR2 heterodimer, the coupled G protein dissociates and the released G beta-gamma dimer binds inwardly rectifying Kir3/GIRK channels, opening them so K+ flows out and the membrane hyperpolarises. The result is slow inhibitory postsynaptic current, reduced firing and presynaptic dampening of transmitter release; the same channels set resting conductance and rate in cardiac pacemaker cells, where muscarinic input slows the heart. Channel subunits include KCNJ3, KCNJ6 and KCNJ9 in brain and KCNJ5 in atrium, with many G beta and G gamma combinations supplying the activating ligand. Loss or gain of this signalling contributes to seizure susceptibility, aldosterone-producing adenomas and arrhythmia.	description+name+genes	29	claude-opus-5	v4	current
